unit,isced97,hlth_pb,age,sex,time\geo	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	CH 	UK 	TR 
THS,ED3_4,PB1071,Y25-34,F,2011	210.268 	208.91 	471.736 	96.7 	1972.123 	38.32 	117.051 	298.98 	804.12 	1254.441 	112.177 	1653.045 	21.581 	58.646 	65.468 	10.863 	369.666 	7.734 	345.071 	333.769 	1320.748 	210.843 	818.676 	68.123 	268.187 	125.649 	182.296 	4.281 	229.403 	1362.269 	1104.198 
THS,ED3_4,PB1071,Y25-34,M,2011	297.852 	318.892 	577.771 	129.092 	2166.779 	47.405 	140.688 	314.704 	834.807 	1456.668 	164.064 	1756.155 	26.286 	67.459 	89.217 	12.549 	474.522 	9.254 	398.27 	357.191 	1749.518 	206.846 	910.013 	100.197 	326.747 	172.844 	270.182 	7.071 	232.24 	1509.461 	1637.587 
THS,ED3_4,PB1071,Y25-34,T,2011	508.12 	527.802 	1049.508 	225.793 	4138.902 	85.725 	257.738 	613.685 	1638.927 	2711.109 	276.24 	3409.2 	47.867 	126.105 	154.685 	23.412 	844.188 	16.988 	743.34 	690.96 	3070.267 	417.689 	1728.688 	168.32 	594.933 	298.493 	452.478 	11.352 	461.643 	2871.73 	2741.785 
THS,ED3_4,PB1071,Y35-44,F,2011	221.789 	254.979 	557.597 	133.031 	2214.434 	39.171 	116.133 	347.143 	776.804 	1312.377 	131.869 	1904.313 	22.967 	74.536 	103.665 	12.696 	401.531 	6.075 	447.36 	359.781 	1473.948 	151.457 	1056.828 	59.108 	254.146 	96.306 	228.441 	4.292 	268.237 	1373.241 	551.869 
THS,ED3_4,PB1071,Y35-44,M,2011	291.603 	327.323 	617.652 	155.278 	2062.49 	50.46 	113.931 	317.807 	849.953 	1677.467 	133.431 	1819.408 	22.387 	82.054 	121.029 	12.92 	457.16 	7.795 	444.304 	373.411 	1664.115 	132.474 	1147.957 	82.294 	294.402 	135.801 	315.036 	7.06 	213.77 	1387.977 	893.973 
THS,ED3_4,PB1071,Y35-44,T,2011	513.392 	582.302 	1175.25 	288.309 	4276.924 	89.631 	230.064 	664.95 	1626.756 	2989.844 	265.3 	3723.72 	45.354 	156.59 	224.694 	25.615 	858.691 	13.87 	891.664 	733.192 	3138.063 	283.931 	2204.785 	141.402 	548.548 	232.107 	543.476 	11.352 	482.007 	2761.218 	1445.843 
THS,ED3_4,PB1071,Y45-54,F,2011	235.823 	249.344 	414.185 	120.522 	2374.362 	35.798 	102.137 	267.76 	664.272 	1425.485 	164.6 	1586.234 	20.54 	74.904 	122.976 	12.607 	313.893 	3.867 	439.056 	324.507 	1568.491 	87.261 	668.988 	58.949 	228.698 	112.011 	229.447 	3.799 	265.789 	1362.924 	314.444 
THS,ED3_4,PB1071,Y45-54,M,2011	251.583 	295.997 	468.205 	158.817 	2284.748 	45.447 	91.156 	229.641 	601.031 	1579.127 	172.909 	1539.077 	20.582 	88.041 	134.319 	13.221 	351.55 	6.463 	433.786 	363.416 	1672.207 	88.524 	801.295 	78.506 	247.919 	140.719 	305.353 	6.741 	232.296 	1461.036 	636.501 
THS,ED3_4,PB1071,Y45-54,T,2011	487.406 	545.341 	882.389 	279.339 	4659.11 	81.245 	193.293 	497.4 	1265.303 	3004.612 	337.508 	3125.311 	41.122 	162.945 	257.295 	25.828 	665.443 	10.33 	872.842 	687.923 	3240.698 	175.785 	1470.284 	137.455 	476.617 	252.729 	534.8 	10.54 	498.085 	2823.961 	950.946 
THS,ED3_4,PB1071,Y55-64,F,2011	165.837 	207.708 	424.472 	89.77 	1643.677 	26.655 	61.993 	143.891 	288.013 	996.13 	128.527 	801.169 	9.978 	61.536 	80.422 	8.207 	270.823 	2.311 u	257.624 	171.307 	1269.348 	32.985 	359.58 	36.974 	163.658 	95.241 	164.688 	2.646 	192.57 	897.257 	111.963 
THS,ED3_4,PB1071,Y55-64,M,2011	156.947 	205.426 	414.639 	125.755 	1407.493 	25.483 	52.81 	124.438 	287.811 	1077.721 	147.018 	957.769 	10.765 	50.344 	73.715 	8.366 	280.615 	3.538 	322.511 	180.659 	1194.379 	41.946 	491.301 	46.674 	167.421 	94.228 	238.795 	5.837 	179.146 	1168.346 	223.042 
THS,ED3_4,PB1071,Y55-64,T,2011	322.783 	413.135 	839.11 	215.525 	3051.17 	52.139 	114.803 	268.329 	575.824 	2073.851 	275.544 	1758.938 	20.743 	111.88 	154.137 	16.573 	551.438 	5.849 	580.136 	351.966 	2463.727 	74.932 	850.881 	83.648 	331.079 	189.468 	403.483 	8.483 	371.717 	2065.603 	335.004 
THS,ED3_4,TOTAL,TOTAL,F,2011	1266.05 	1237.205 	2397.912 	678.585 	12921.99 	216.691 	550.462 	1360.602 	3539.51 	8073.365 	727.221 	7643.538 	105.485 	387.212 	555.02 	66.47 	1830.696 	37.868 	2209.575 	1671.473 	7670.797 	745.324 	4036.541 	362.578 	1248.346 	711.345 	1290.014 	28.277 	1396.742 	7875.374 	3695.088 
THS,ED3_4,TOTAL,TOTAL,M,2011	1366.392 	1471.371 	2649.242 	785.215 	12876.271 	241.5 	551.699 	1275.545 	3432.507 	8563.501 	866.177 	7618.522 	109.788 	383.221 	588.207 	66.744 	2057.527 	44.708 	2209.04 	1787.876 	8449.327 	695.367 	4414.645 	466.22 	1383.776 	812.567 	1610.645 	40.435 	1265.129 	8415.457 	5245.9 
THS,ED3_4,TOTAL,TOTAL,T,2011	2632.441 	2708.575 	5047.154 	1463.8 	25798.261 	458.191 	1102.16 	2636.147 	6972.017 	16636.866 	1593.398 	15262.06 	215.273 	770.433 	1143.227 	133.214 	3888.224 	82.576 	4418.614 	3459.349 	16120.124 	1440.691 	8451.186 	828.798 	2632.122 	1523.911 	2900.659 	68.712 	2661.871 	16290.831 	8940.988 
THS,ED3_4,TOTAL,Y15-24,F,2011	272.647 	207.835 	288.208 	125.397 	1614.13 	39.598 	118.641 	232.812 	694.202 	1689.978 	128.066 	1205.451 	20.376 	51.633 	89.341 	10.005 	265.842 	15.797 	406.445 	251.061 	1096.696 	197.413 	640.298 	58.529 	169.248 	138.598 	276.841 	6.161 	191.001 	2030.845 	1346.667 
THS,ED3_4,TOTAL,Y15-24,M,2011	240.967 	233.935 	322.885 	104.641 	1647.177 	41.026 	123.284 	231.09 	646.368 	1434.038 	158.151 	1142.78 	20.154 	57.037 	92.683 	10.429 	269.745 	15.793 	405.713 	244.344 	1173.098 	187.854 	638.618 	63.617 	193.351 	133.686 	305.175 	6.481 	229.518 	1994.238 	1489.694 
THS,ED3_4,TOTAL,Y15-24,T,2011	513.614 	441.77 	611.093 	230.038 	3261.307 	80.624 	241.925 	463.902 	1340.571 	3124.017 	286.217 	2348.232 	40.53 	108.67 	182.024 	20.434 	535.587 	31.59 	812.158 	495.405 	2269.794 	385.267 	1278.916 	122.146 	362.599 	272.284 	582.016 	12.642 	420.519 	4025.083 	2836.361 
THS,ED3_4,TOTAL,Y25-34,F,2011	234.949 	213.574 	487.24 	111.935 	2408.712 	40.333 	122.878 	304.199 	848.269 	1464.562 	116.472 	1723.351 	22.266 	63.14 	68.711 	12.519 	380.878 	8.211 	391.683 	353.637 	1377.473 	230.206 	829.929 	78.049 	281.993 	145.428 	217.559 	5.682 	265.885 	1481.541 	1184.082 
THS,ED3_4,TOTAL,Y25-34,M,2011	315.45 	326.116 	599.956 	144.166 	2590.582 	49.76 	145.853 	320.538 	868.419 	1640.28 	166.543 	1825.221 	27.506 	68.415 	93.314 	13.71 	482.548 	9.332 	423.956 	380.576 	1820.82 	214.599 	924.84 	110.707 	338.542 	194.209 	299.432 	8.21 	263.724 	1623.362 	1743.819 
THS,ED3_4,TOTAL,Y25-34,T,2011	550.399 	539.69 	1087.196 	256.102 	4999.294 	90.093 	268.731 	624.737 	1716.687 	3104.842 	283.015 	3548.572 	49.772 	131.555 	162.025 	26.229 	863.425 	17.543 	815.639 	734.213 	3198.294 	444.805 	1754.769 	188.756 	620.536 	339.637 	516.991 	13.893 	529.608 	3104.903 	2927.901 
THS,ED3_4,TOTAL,Y35-44,F,2011	260.812 	264.57 	599.274 	160.757 	2824.929 	43.882 	124.747 	357.779 	848.406 	1635.98 	139.26 	2018.5 	24.666 	83.23 	118.49 	15.827 	422.821 	6.739 	523.63 	401.761 	1571.613 	170.97 	1118.666 	73.579 	282.816 	119.946 	280.775 	5.865 	319.3 	1561.958 	626.246 
THS,ED3_4,TOTAL,Y35-44,M,2011	320.356 	342.92 	653.746 	178.925 	2686.999 	54.855 	120.231 	330.818 	893.059 	1940.155 	143.955 	1925.162 	23.823 	89.01 	137.696 	14.559 	479.801 	8.174 	478.925 	418.522 	1774.609 	143.601 	1193.721 	97.367 	317.383 	157.901 	358.18 	8.401 	244.335 	1550.017 	996.873 
THS,ED3_4,TOTAL,Y35-44,T,2011	581.168 	607.49 	1253.021 	339.681 	5511.927 	98.737 	244.978 	688.597 	1741.465 	3576.135 	283.215 	3943.662 	48.489 	172.241 	256.186 	30.386 	902.622 	14.913 	1002.555 	820.283 	3346.221 	314.57 	2312.387 	170.947 	600.199 	277.847 	638.955 	14.267 	563.635 	3111.975 	1623.119 
THS,ED3_4,TOTAL,Y45-54,F,2011	285.831 	276.222 	491.315 	154.991 	3302.964 	47.71 	112.803 	291.195 	775.945 	1867.683 	186.767 	1765.906 	24.612 	97.08 	156.193 	16.659 	375.716 	4.558 	538.702 	407.071 	1854.692 	103.205 	832.912 	84.384 	275.729 	151.046 	292.336 	5.822 	340.467 	1626.188 	390.488 
THS,ED3_4,TOTAL,Y45-54,M,2011	286.057 	316.047 	533.921 	185.89 	3355.028 	56.808 	99.7 	245.807 	668.405 	1964.725 	204.06 	1642.22 	23.904 	101.874 	159.375 	16.605 	418.104 	6.953 	495.609 	446.588 	1975.13 	97.258 	906.544 	106.459 	295.697 	176.814 	354.508 	8.937 	289.141 	1698.374 	738.181 
THS,ED3_4,TOTAL,Y45-54,T,2011	571.889 	592.269 	1025.236 	340.881 	6657.991 	104.518 	212.503 	537.002 	1444.35 	3832.408 	390.826 	3408.125 	48.515 	198.954 	315.568 	33.264 	793.82 	11.511 	1034.311 	853.659 	3829.822 	200.463 	1739.456 	190.843 	571.426 	327.86 	646.843 	14.758 	629.607 	3324.562 	1128.669 
THS,ED3_4,TOTAL,Y55-64,F,2011	211.81 	275.004 	531.875 	125.504 	2771.255 	45.168 	71.392 	174.616 	372.688 	1415.162 	156.655 	930.331 	13.566 	92.129 	122.285 	11.46 	385.439 	2.563 u	349.115 	257.942 	1770.322 	43.53 	614.737 	68.037 	238.56 	156.327 	222.503 	4.747 	280.089 	1174.842 	147.606 
THS,ED3_4,TOTAL,Y55-64,M,2011	203.562 	252.353 	538.734 	171.594 	2596.486 	39.052 	62.63 	147.293 	356.256 	1584.303 	193.468 	1083.138 	14.4 	66.885 	105.14 	11.441 	407.33 	4.456 	404.836 	297.846 	1705.671 	52.055 	750.921 	88.07 	238.802 	149.957 	293.351 	8.406 	238.411 	1549.466 	277.333 
THS,ED3_4,TOTAL,Y55-64,T,2011	415.372 	527.356 	1070.609 	297.098 	5367.741 	84.22 	134.022 	321.909 	728.944 	2999.465 	350.124 	2013.469 	27.966 	159.013 	227.425 	22.901 	792.769 	7.019 	753.951 	555.788 	3475.993 	95.586 	1365.658 	156.107 	477.363 	306.284 	515.854 	13.152 	518.5 	2724.308 	424.938 
THS,ED5_6,PB1040,TOTAL,F,2011	100.505 	40.994 	16.218 	66.139 	559.029 	26.23 	15.944 	27.622 	218.565 	879.183 	17.059 u	147.573 	5.618 	27.672 	27.949 	7.738 	36.483 	: u	145.245 	85.514 	181.419 	56.125 	61.348 	20.332 	12.859 	133.622 	160.975 	3.827 	85.506 	853.608 	157.978 
THS,ED5_6,PB1040,TOTAL,M,2011	63.747 	24.724 	20.034 	30.235 	625.308 	12.969 	13.644 	25.77 	199.827 	560.469 	19.462 u	95.481 	3.78 	12.714 	10.915 	7.93 	29.196 	: u	114.663 	95.483 	113.513 	30.091 	49.815 	12.977 	11.015 	74.893 	61.563 	1.926 	103.116 	617.112 	246.676 
THS,ED5_6,PB1040,TOTAL,T,2011	164.252 	65.717 	36.252 	96.374 	1184.336 	39.199 	29.588 	53.392 	418.393 	1439.652 	36.521 u	243.055 	9.398 	40.386 	38.865 	15.668 	65.68 	: u	259.909 	180.997 	294.932 	86.216 	111.164 	33.309 	23.874 	208.516 	222.538 	5.753 	188.622 	1470.72 	404.653 
THS,ED5_6,PB1040,Y15-24,F,2011	: u	: u	: u	: u	: u	: u	: u	: u	5.956 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	5.187 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	4.277 u	41.917 	10.546 
THS,ED5_6,PB1040,Y15-24,M,2011	: u	: u	: u	: u	: u	: u	: u	: u	3.22 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	2.42 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	20.809 	8.684 
THS,ED5_6,PB1040,Y15-24,T,2011	2.671 u	: u	: u	: u	: u	: u	1.028 	: u	9.176 	62.639 u	: u	: u	: u	: u	: u	: u	: u	: u	7.607 u	: u	5.422 u	: u	: u	: u	: u	: u	4.203 u	: u	4.277 u	62.726 	19.23 
THS,ED5_6,PB1040,Y25-34,F,2011	14.298 	: u	2.561 u	8.524 	68.656 	2.832 u	3.229 	: u	43.748 	182.722 	: u	17.049 	0.907 u	: u	: u	1.892 	: u	: u	26.293 u	18.784 	27.649 	13.099 	7.859 u	1.951 u	: u	16.138 	23.009 	: u	15.032 	135.127 	46.922 
THS,ED5_6,PB1040,Y25-34,M,2011	8.866 u	: u	1.658 u	4.178 u	59.885 	: u	2.14 	: u	31.186 	99.042 u	: u	9.493 	: u	: u	: u	1.424 	: u	: u	11.423 u	10.508 u	22.858 	: u	: u	2.076 u	: u	11.002 	9.146 	: u	12.452 	83.464 	56.773 
THS,ED5_6,PB1040,Y25-34,T,2011	23.165 	: u	4.219 u	12.703 	128.541 	4.287 u	5.369 	2.917 u	74.935 	281.764 	: u	26.542 	1.094 u	: u	: u	3.316 	4.036 u	: u	37.716 u	29.293 	50.507 	19.243 	12.686 	4.027 u	: u	27.141 	32.155 	: u	27.483 	218.591 	103.694 
THS,ED5_6,PB1040,Y35-44,F,2011	21.17 	: u	2.253 u	16.445 	95.765 	3.227 u	4.021 	4.458 u	64.319 	207.857 	: u	36.737 	1.242 u	: u	4.539 u	2.077 	4.46 u	: u	27.703 u	19.948 	26.001 	10.975 	11.123 u	4.578 u	2.88 u	25.71 	35.649 	1.431 	17.485 	161.253 	37.595 
THS,ED5_6,PB1040,Y35-44,M,2011	10.975 	: u	2.484 u	6.543 u	106.413 	: u	3.569 	4.974 u	54.213 	145.933 	: u	24.7 	0.992 u	: u	: u	1.887 	: u	: u	23.387 u	21.527 	14.677 u	: u	8.156 u	1.473 u	: u	11.463 	13.113 	: u	24.864 	119.691 	66.92 
THS,ED5_6,PB1040,Y35-44,T,2011	32.146 	8.643 u	4.738 u	22.989 	202.178 	4.708 u	7.59 	9.432 u	118.532 	353.79 	: u	61.437 	2.233 	4.966 u	6.124 u	3.964 	6.534 	: u	51.09 	41.475 	40.679 	17.619 	19.28 	6.051 u	3.903 u	37.174 	48.762 	1.727 	42.349 	280.943 	104.515 
THS,ED5_6,PB1040,Y45-54,F,2011	33.174 	9.511 u	4.536 u	20.751 	180.476 	8.712 	4.676 	8.775 u	54.044 	245.06 	4.221 u	52.612 	2.007 	10.346 	9.086 	1.991 	9.296 	: u	39.307 u	23.987 	45.368 	16.518 	17.744 	7.423 u	4.44 u	46.335 	46.143 	: u	27.784 	255.934 	37.5 
THS,ED5_6,PB1040,Y45-54,M,2011	17.308 	: u	5.049 u	7.77 	192.627 	3.536 u	3.484 	8.387 u	69.941 	141.174 	5.161 u	27.395 	1.204 u	4.824 u	: u	2.702 	4.074 u	: u	28.762 u	31.914 	26.231 	7.559 	13.439 	4.071 u	3.5 u	23.567 	19.775 	: u	34.465 	179.701 	57.484 
THS,ED5_6,PB1040,Y45-54,T,2011	50.482 	14.568 	9.585 	28.522 	373.103 	12.249 	8.16 	17.162 	123.985 	386.234 	9.382 u	80.008 	3.211 	15.17 	12.838 	4.692 	13.371 	: u	68.068 	55.901 	71.598 	24.077 	31.183 	11.494 	7.94 	69.902 	65.918 	1.43 	62.249 	435.635 	94.984 
THS,ED5_6,PB1040,Y55-64,F,2011	31.194 	24.668 	6.867 	19.862 	202.604 	11.154 	3.521 	12.374 	50.499 	206.318 	11.557 u	40.63 	1.367 u	11.475 	11.827 	1.612 	20.063 	: u	46.755 	22.458 	79.155 	14.635 	23.451 	6.281 u	4.555 	45.017 	52.838 	: u	20.928 	259.377 	25.414 
THS,ED5_6,PB1040,Y55-64,M,2011	24.594 	13.677 u	10.843 	11.171 	262.65 	6.413 	3.92 	10.945 	41.266 	148.908 	11.809 u	33.345 	1.211 u	4.955 u	4.508 u	1.916 	21.54 	: u	48.672 	31.213 	47.571 	9.369 	22.572 	5.357 u	5.201 	28.514 	18.662 	: u	31.336 	213.448 	56.815 
THS,ED5_6,PB1040,Y55-64,T,2011	55.789 	38.345 	17.71 	31.033 	465.254 	17.566 	7.44 	23.319 	91.765 	355.226 	23.365 u	73.975 	2.578 	16.429 	16.335 	3.528 	41.603 	: u	95.427 	53.67 	126.726 	24.004 	46.023 	11.639 	9.756 	73.531 	71.5 	1.559 	52.264 	472.825 	82.23 
THS,ED5_6,PB1041,TOTAL,F,2011	1059.358 	567.615 	561.628 	471.445 	4080.873 	154.734 	532.279 	702.05 	4269.765 	4857.866 	226.585 	2540.353 	103.739 	184.421 	316.129 	42.222 	644.814 	19.749 	1334.94 	338.148 	2855.108 	593.338 	879.137 	164.477 	329.501 	508.924 	898.148 	28.436 	552.636 	5764.623 	2095.969 
THS,ED5_6,PB1041,TOTAL,M,2011	913.193 	349.725 	539.123 	399.326 	4867.972 	86.053 	432.21 	675.009 	3907.519 	4428.328 	178.753 	2017.65 	76.467 	101.911 	203.905 	49.145 	481.47 	22.099 	1467.714 	397.773 	1971.764 	396.596 	838.347 	113.607 	260.227 	406.531 	730.512 	20.073 	810.078 	5660.366 	2836.913 
THS,ED5_6,PB1041,TOTAL,T,2011	1972.551 	917.34 	1100.751 	870.771 	8948.846 	240.787 	964.489 	1377.059 	8177.284 	9286.194 	405.338 	4558.003 	180.206 	286.332 	520.034 	91.368 	1126.284 	41.848 	2802.655 	735.921 	4826.872 	989.934 	1717.484 	278.084 	589.728 	915.455 	1628.66 	48.509 	1362.714 	11424.989 	4932.881 
THS,ED5_6,PB1041,Y15-24,F,2011	83.34 	15.505 	36.269 	12.365 	166.5 	8.857 	43.947 	37.532 	313.773 	581.9 	7.234 u	103.962 	11.767 	15.343 	16.883 	2.346 	31.448 	2.99 u	104.879 	16.325 	222.384 	54.919 	71.288 	4.283 u	31.35 	9.272 	42.057 	: u	26.568 	545.663 	373.575 
THS,ED5_6,PB1041,Y15-24,M,2011	59.037 	7.906 u	20.243 	9.26 	73.949 	3.436 u	28.457 	13.615 	193.159 	486.399 	6.752 u	59.142 	3.533 	: u	10.706 	1.185 u	15.624 	2.104 u	73.253 	7.433 u	102.799 	21.182 	47.114 	2.852 u	14.627 	: u	34.389 	: u	11.54 	535.472 	297.547 
THS,ED5_6,PB1041,Y15-24,T,2011	142.376 	23.412 	56.512 	21.625 	240.448 	12.293 	72.404 	51.147 	506.932 	1068.299 	13.987 u	163.103 	15.301 	19.171 	27.589 	3.531 	47.071 	5.094 	178.132 	23.757 	325.183 	76.1 	118.402 	7.136 u	45.977 	10.957 	76.446 	: u	38.108 	1081.135 	671.121 
THS,ED5_6,PB1041,Y25-34,F,2011	322.824 	176.352 	227.806 	125.949 	1083.868 	44.348 	200.985 	241.546 	1455.99 	1609.724 	72.23 	866.05 	40.978 	58.997 	101.575 	15.483 	236.042 	8.174 	406.05 	103.795 	1282.544 	221.956 	366.891 	64.74 	129.308 	142.746 	275.554 	9.995 	185.069 	1737.747 	974.639 
THS,ED5_6,PB1041,Y25-34,M,2011	234.861 	100.061 	168.202 	94.539 	951.351 	28.968 	141.644 	179.101 	1188.538 	1429.561 	44.426 	552.768 	27.131 	35.231 	71.194 	14.149 	161.98 	8.477 	343.535 	95.41 	892.057 	152.346 	341.849 	34.297 	92.665 	103.331 	221.127 	5.948 	198.16 	1570.016 	1168.869 
THS,ED5_6,PB1041,Y25-34,T,2011	557.684 	276.413 	396.008 	220.488 	2035.219 	73.316 	342.63 	420.647 	2644.528 	3039.285 	116.656 	1418.819 	68.109 	94.227 	172.769 	29.632 	398.022 	16.651 	749.585 	199.206 	2174.601 	374.301 	708.741 	99.037 	221.973 	246.077 	496.681 	15.943 	383.229 	3307.763 	2143.508 
THS,ED5_6,PB1041,Y35-44,F,2011	308.527 	151.927 	134.682 	138.336 	1085.126 	38.289 	149.846 	213.689 	1417.809 	1406.25 	37.473 u	793.806 	27.182 	44.803 	82.586 	12.856 	168.825 	4.477 	363.512 	102.653 	634.126 	166.964 	237.983 	43.757 	69.077 	148.029 	256.61 	8.943 	170.06 	1572.834 	449.653 
THS,ED5_6,PB1041,Y35-44,M,2011	242.147 	87.602 	139.114 	124.287 	1373.17 	19.986 	134.505 	196.482 	1263.965 	1205.06 	30.092 u	646.33 	19.383 	27.283 	49.507 	15.052 	127.897 	5.248 	391.182 	121.988 	457.436 	108.842 	214.937 	31.866 	57.062 	115.302 	211.184 	5.982 	245.784 	1547.842 	719.253 
THS,ED5_6,PB1041,Y35-44,T,2011	550.674 	239.53 	273.795 	262.624 	2458.295 	58.275 	284.351 	410.172 	2681.774 	2611.311 	67.565 	1440.137 	46.565 	72.085 	132.093 	27.908 	296.722 	9.725 	754.695 	224.641 	1091.563 	275.806 	452.921 	75.623 	126.139 	263.332 	467.794 	14.926 	415.844 	3120.675 	1168.906 
THS,ED5_6,PB1041,Y45-54,F,2011	222.732 	121.432 	99.8 	112.673 	1023.238 	36.603 	87.342 	140.889 	732.437 	723.944 	56.428 	461.719 	15.932 	44.319 	74.165 	7.703 	115.11 	2.712 u	278.003 	74.489 	424.8 	86.455 	124.21 	33.116 	61.99 	129.435 	173.06 	6.315 	105.214 	1174.034 	192.135 
THS,ED5_6,PB1041,Y45-54,M,2011	223.929 	79.681 	116.942 	96.642 	1403.479 	18.984 	80.398 	174.447 	814.379 	736.919 	47.087 	425.563 	15.654 	21.019 	44.732 	10.872 	93.985 	3.907 	372.948 	113.171 	289.966 	57.143 	129.028 	26.785 	52.819 	101.978 	140.148 	5.019 	216.02 	1211.964 	401.767 
THS,ED5_6,PB1041,Y45-54,T,2011	446.661 	201.113 	216.742 	209.315 	2426.717 	55.586 	167.739 	315.336 	1546.816 	1460.864 	103.515 	887.282 	31.585 	65.338 	118.896 	18.575 	209.095 	6.619 	650.951 	187.66 	714.766 	143.598 	253.238 	59.901 	114.809 	231.413 	313.208 	11.334 	321.235 	2385.997 	593.902 
THS,ED5_6,PB1041,Y55-64,F,2011	121.935 	102.398 	63.071 	82.121 	722.142 	26.637 	50.159 	68.394 	349.755 	536.047 	53.221 	314.816 	7.88 	20.961 	40.92 	3.834 	93.389 	: u	182.496 	40.886 	291.254 	63.044 	78.765 	18.581 	37.776 	79.44 	150.868 	2.664 	65.725 	734.345 	105.967 
THS,ED5_6,PB1041,Y55-64,M,2011	153.22 	74.475 	94.623 	74.597 	1066.024 	14.679 	47.206 	111.364 	447.478 	570.388 	50.395 	333.847 	10.767 	14.55 	27.767 	7.888 	81.985 	2.363 u	286.797 	59.771 	229.506 	57.084 	105.418 	17.806 	43.054 	84.235 	123.664 	2.819 	138.575 	795.073 	249.477 
THS,ED5_6,PB1041,Y55-64,T,2011	275.155 	176.873 	157.694 	156.718 	1788.166 	41.316 	97.365 	179.757 	797.234 	1106.436 	103.616 	648.663 	18.646 	35.51 	68.687 	11.722 	175.374 	3.759 	469.292 	100.657 	520.76 	120.128 	184.183 	36.387 	80.829 	163.676 	274.532 	5.483 	204.3 	1529.418 	355.444 
THS,ED5_6,PB1070,TOTAL,F,2011	92.174 	23.29 	22.775 	78.101 	318.456 	17.551 	17.477 	19.384 	262.361 	422.497 	11.678 u	101.29 	5.828 	16.4 	19.971 	4.912 	23.829 	: u	147.186 	36.818 	107.46 	70.565 	41.278 	23.366 	13.198 	99.699 	146.589 	6.695 	70.671 	570.486 	131.26 
THS,ED5_6,PB1070,TOTAL,M,2011	50.556 	15.698 	17.615 	33.309 	302.92 	9.577 	12.019 	20.908 	204.827 	295.346 	11.511 u	62.577 	4.47 	6.923 	8.624 	3.645 	18.558 	: u	112.654 	51.773 	82.478 	29.559 	33.974 	18.501 	10.759 	55.581 	63.279 	3.601 	93.886 	400.8 	170.388 
THS,ED5_6,PB1070,TOTAL,T,2011	142.73 	38.988 	40.39 	111.41 	621.376 	27.128 	29.497 	40.292 	467.188 	717.842 	23.189 u	163.867 	10.298 	23.323 	28.595 	8.558 	42.388 	1.746 u	259.84 	88.591 	189.938 	100.125 	75.252 	41.867 	23.958 	155.28 	209.868 	10.296 	164.557 	971.286 	301.647 
THS,ED5_6,PB1070,Y15-24,F,2011	: u	: u	: u	: u	: u	: u	: u	: u	5.139 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	5.488 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	5.413 u	31.535 	7.565 
THS,ED5_6,PB1070,Y15-24,M,2011	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	2.282 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	10.103 	5.872 
THS,ED5_6,PB1070,Y15-24,T,2011	: u	: u	: u	: u	: u	: u	: u	: u	7.527 	: u	: u	: u	: u	: u	: u	: u	: u	: u	7.77 u	: u	: u	: u	: u	: u	: u	: u	4.748 u	: u	5.413 u	41.638 	13.437 
THS,ED5_6,PB1070,Y25-34,F,2011	9.899 u	: u	4.645 u	10.07 	: u	: u	3.18 	: u	54.043 	114.355 	: u	13.069 	1.001 u	: u	: u	1.305 	: u	: u	25.442 u	6.092 u	18.146 u	18.768 	: u	3.509 u	: u	16.231 	26.393 	2.133 	15.812 	76.632 	41.546 
THS,ED5_6,PB1070,Y25-34,M,2011	5.34 u	: u	3.013 u	5.287 u	: u	: u	1.96 	: u	30.125 	56.093 u	: u	9.291 	: u	: u	: u	: u	: u	: u	10.264 u	: u	17.498 u	: u	: u	3.324 u	: u	7.369 	12.844 	: u	20.865 	62.946 	41.135 
THS,ED5_6,PB1070,Y25-34,T,2011	15.239 	: u	7.658 	15.357 	: u	2.601 u	5.14 	: u	84.168 	170.448 	: u	22.36 	1.283 u	: u	: u	1.626 	3.427 u	: u	35.706 u	9.006 u	35.644 	22.758 	: u	6.833 u	: u	23.601 	39.237 	2.974 	36.678 	139.578 	82.681 
THS,ED5_6,PB1070,Y35-44,F,2011	22.002 	: u	4.27 u	18.929 	50.086 	: u	4.044 	2.748 u	80.518 	102.14 	: u	28.196 	1.38 u	: u	: u	1.124 u	3.064 u	: u	29.771 u	6.38 u	14.068 u	13.407 	: u	5.944 u	2.679 u	19.924 	35.731 	2.219 	14.505 	121.221 	36.982 
THS,ED5_6,PB1070,Y35-44,M,2011	7.419 u	: u	1.874 u	6.765 u	: u	: u	2.235 	2.991 u	63.725 	98.818 u	: u	15.521 	1.154 u	: u	: u	0.869 u	: u	: u	19.202 u	9.757 u	9.382 u	: u	: u	2.807 u	: u	9.362 	15.569 	: u	21.407 	81.844 	48.678 
